Codigo;Comunidad;Provincia;Municipio;Poblacion
39055;Cantabria                     ;Cantabria                     ;Potes                                                                                               ;1413
39056;Cantabria                     ;Cantabria                     ;Puente Viesgo                                                                                       ;2886
39057;Cantabria                     ;Cantabria                     ;Ramales de la Victoria                                                                              ;2820
39058;Cantabria                     ;Cantabria                     ;Rasines                                                                                             ;990
39059;Cantabria                     ;Cantabria                     ;Reinosa                                                                                             ;9605
39060;Cantabria                     ;Cantabria                     ;Reocín                                                                                              ;8382
39061;Cantabria                     ;Cantabria                     ;Ribamontán al Mar                                                                                   ;4419
39062;Cantabria                     ;Cantabria                     ;Ribamontán al Monte                                                                                 ;2267
39063;Cantabria                     ;Cantabria                     ;Rionansa                                                                                            ;1051
39064;Cantabria                     ;Cantabria                     ;Riotuerto                                                                                           ;1638
39065;Cantabria                     ;Cantabria                     ;Las Rozas de Valdearroyo                                                                            ;282
39066;Cantabria                     ;Cantabria                     ;Ruente                                                                                              ;1037
39067;Cantabria                     ;Cantabria                     ;Ruesga                                                                                              ;903
39068;Cantabria                     ;Cantabria                     ;Ruiloba                                                                                             ;768
39069;Cantabria                     ;Cantabria                     ;San Felices de Buelna                                                                               ;2408
39070;Cantabria                     ;Cantabria                     ;San Miguel de Aguayo                                                                                ;164
39071;Cantabria                     ;Cantabria                     ;San Pedro del Romeral                                                                               ;461
39072;Cantabria                     ;Cantabria                     ;San Roque de Riomiera                                                                               ;394
39073;Cantabria                     ;Cantabria                     ;Santa Cruz de Bezana                                                                                ;12560
39074;Cantabria                     ;Cantabria                     ;Santa María de Cayón                                                                                ;9090
39075;Cantabria                     ;Cantabria                     ;Santander                                                                                           ;173957
39076;Cantabria                     ;Cantabria                     ;Santillana del Mar                                                                                  ;4203
39077;Cantabria                     ;Cantabria                     ;Santiurde de Reinosa                                                                                ;279
39078;Cantabria                     ;Cantabria                     ;Santiurde de Toranzo                                                                                ;1619
39079;Cantabria                     ;Cantabria                     ;Santoña                                                                                             ;11088
39080;Cantabria                     ;Cantabria                     ;San Vicente de la Barquera                                                                          ;4247
39081;Cantabria                     ;Cantabria                     ;Saro                                                                                                ;511
39082;Cantabria                     ;Cantabria                     ;Selaya                                                                                              ;1922
39083;Cantabria                     ;Cantabria                     ;Soba                                                                                                ;1260
39084;Cantabria                     ;Cantabria                     ;Solórzano                                                                                           ;1010
39085;Cantabria                     ;Cantabria                     ;Suances                                                                                             ;8612
39086;Cantabria                     ;Cantabria                     ;Los Tojos                                                                                           ;404
39087;Cantabria                     ;Cantabria                     ;Torrelavega                                                                                         ;53496
39088;Cantabria                     ;Cantabria                     ;Tresviso                                                                                            ;71
39089;Cantabria                     ;Cantabria                     ;Tudanca                                                                                             ;154
39090;Cantabria                     ;Cantabria                     ;Udías                                                                                               ;895
39091;Cantabria                     ;Cantabria                     ;Valdáliga                                                                                           ;2309
39092;Cantabria                     ;Cantabria                     ;Valdeolea                                                                                           ;1020
39093;Cantabria                     ;Cantabria                     ;Valdeprado del Río                                                                                  ;331
39094;Cantabria                     ;Cantabria                     ;Valderredible                                                                                       ;1001
39095;Cantabria                     ;Cantabria                     ;Val de San Vicente                                                                                  ;2797
39096;Cantabria                     ;Cantabria                     ;Vega de Liébana                                                                                     ;793
39097;Cantabria                     ;Cantabria                     ;Vega de Pas                                                                                         ;814
39098;Cantabria                     ;Cantabria                     ;Villacarriedo                                                                                       ;1669
39099;Cantabria                     ;Cantabria                     ;Villaescusa                                                                                         ;3826
39100;Cantabria                     ;Cantabria                     ;Villafufre                                                                                          ;1032
39101;Cantabria                     ;Cantabria                     ;Valle de Villaverde                                                                                 ;336
39102;Cantabria                     ;Cantabria                     ;Voto                                                                                                ;2729
2001;Castilla - La Mancha          ;Albacete                      ;Abengibre                                                                                           ;782
2002;Castilla - La Mancha          ;Albacete                      ;Alatoz                                                                                              ;610
2003;Castilla - La Mancha          ;Albacete                      ;Albacete                                                                                            ;172121
2004;Castilla - La Mancha          ;Albacete                      ;Albatana                                                                                            ;744
2005;Castilla - La Mancha          ;Albacete                      ;Alborea                                                                                             ;754
2006;Castilla - La Mancha          ;Albacete                      ;Alcadozo                                                                                            ;699
2007;Castilla - La Mancha          ;Albacete                      ;Alcalá del Júcar                                                                                    ;1250
2008;Castilla - La Mancha          ;Albacete                      ;Alcaraz                                                                                             ;1529
2009;Castilla - La Mancha          ;Albacete                      ;Almansa                                                                                             ;24837
2010;Castilla - La Mancha          ;Albacete                      ;Alpera                                                                                              ;2326
2011;Castilla - La Mancha          ;Albacete                      ;Ayna                                                                                                ;717
2012;Castilla - La Mancha          ;Albacete                      ;Balazote                                                                                            ;2378
2013;Castilla - La Mancha          ;Albacete                      ;Balsa de Ves                                                                                        ;172
2014;Castilla - La Mancha          ;Albacete                      ;El Ballestero                                                                                       ;442
2015;Castilla - La Mancha          ;Albacete                      ;Barrax                                                                                              ;1915
2016;Castilla - La Mancha          ;Albacete                      ;Bienservida                                                                                         ;664
2017;Castilla - La Mancha          ;Albacete                      ;Bogarra                                                                                             ;947
2018;Castilla - La Mancha          ;Albacete                      ;Bonete                                                                                              ;1127
2019;Castilla - La Mancha          ;Albacete                      ;El Bonillo                                                                                          ;2915
2020;Castilla - La Mancha          ;Albacete                      ;Carcelén                                                                                            ;546
2021;Castilla - La Mancha          ;Albacete                      ;Casas de Juan Núñez                                                                                 ;1382
2022;Castilla - La Mancha          ;Albacete                      ;Casas de Lázaro                                                                                     ;403
2023;Castilla - La Mancha          ;Albacete                      ;Casas de Ves                                                                                        ;666
2024;Castilla - La Mancha          ;Albacete                      ;Casas-Ibáñez                                                                                        ;4658
2025;Castilla - La Mancha          ;Albacete                      ;Caudete                                                                                             ;10163
2026;Castilla - La Mancha          ;Albacete                      ;Cenizate                                                                                            ;1174
2027;Castilla - La Mancha          ;Albacete                      ;Corral-Rubio                                                                                        ;358
2028;Castilla - La Mancha          ;Albacete                      ;Cotillas                                                                                            ;141
2029;Castilla - La Mancha          ;Albacete                      ;Chinchilla de Monte-Aragón                                                                          ;4169
2030;Castilla - La Mancha          ;Albacete                      ;Elche de la Sierra                                                                                  ;3761
2031;Castilla - La Mancha          ;Albacete                      ;Férez                                                                                               ;705
2032;Castilla - La Mancha          ;Albacete                      ;Fuensanta                                                                                           ;327
2033;Castilla - La Mancha          ;Albacete                      ;Fuente-Álamo                                                                                        ;2591
2034;Castilla - La Mancha          ;Albacete                      ;Fuentealbilla                                                                                       ;1901
2035;Castilla - La Mancha          ;Albacete                      ;La Gineta                                                                                           ;2532
2036;Castilla - La Mancha          ;Albacete                      ;Golosalvo                                                                                           ;114
2037;Castilla - La Mancha          ;Albacete                      ;Hellín                                                                                              ;30592
2038;Castilla - La Mancha          ;Albacete                      ;La Herrera                                                                                          ;347
2039;Castilla - La Mancha          ;Albacete                      ;Higueruela                                                                                          ;1249
2040;Castilla - La Mancha          ;Albacete                      ;Hoya-Gonzalo                                                                                        ;706
2041;Castilla - La Mancha          ;Albacete                      ;Jorquera                                                                                            ;400
2042;Castilla - La Mancha          ;Albacete                      ;Letur                                                                                               ;987
2043;Castilla - La Mancha          ;Albacete                      ;Lezuza                                                                                              ;1483
2044;Castilla - La Mancha          ;Albacete                      ;Liétor                                                                                              ;1321
2045;Castilla - La Mancha          ;Albacete                      ;Madrigueras                                                                                         ;4724
2046;Castilla - La Mancha          ;Albacete                      ;Mahora                                                                                              ;1422
2047;Castilla - La Mancha          ;Albacete                      ;Masegoso                                                                                            ;121
2048;Castilla - La Mancha          ;Albacete                      ;Minaya                                                                                              ;1564
2049;Castilla - La Mancha          ;Albacete                      ;Molinicos                                                                                           ;917
2050;Castilla - La Mancha          ;Albacete                      ;Montalvos                                                                                           ;108
2051;Castilla - La Mancha          ;Albacete                      ;Montealegre del Castillo                                                                            ;2122
2052;Castilla - La Mancha          ;Albacete                      ;Motilleja                                                                                           ;555
2053;Castilla - La Mancha          ;Albacete                      ;Munera                                                                                              ;3643
2054;Castilla - La Mancha          ;Albacete                      ;Navas de Jorquera                                                                                   ;524
2055;Castilla - La Mancha          ;Albacete                      ;Nerpio                                                                                              ;1362
2056;Castilla - La Mancha          ;Albacete                      ;Ontur                                                                                               ;2141
2057;Castilla - La Mancha          ;Albacete                      ;Ossa de Montiel                                                                                     ;2510
2058;Castilla - La Mancha          ;Albacete                      ;Paterna del Madera                                                                                  ;378
2059;Castilla - La Mancha          ;Albacete                      ;Peñascosa                                                                                           ;355
2060;Castilla - La Mancha          ;Albacete                      ;Peñas de San Pedro                                                                                  ;1431
2061;Castilla - La Mancha          ;Albacete                      ;Pétrola                                                                                             ;737
2062;Castilla - La Mancha          ;Albacete                      ;Povedilla                                                                                           ;471
2063;Castilla - La Mancha          ;Albacete                      ;Pozohondo                                                                                           ;1717
2064;Castilla - La Mancha          ;Albacete                      ;Pozo-Lorente                                                                                        ;415
2065;Castilla - La Mancha          ;Albacete                      ;Pozuelo                                                                                             ;542
2066;Castilla - La Mancha          ;Albacete                      ;La Recueja                                                                                          ;275
2067;Castilla - La Mancha          ;Albacete                      ;Riópar                                                                                              ;1448
2068;Castilla - La Mancha          ;Albacete                      ;Robledo                                                                                             ;405
2069;Castilla - La Mancha          ;Albacete                      ;La Roda                                                                                             ;15868
2070;Castilla - La Mancha          ;Albacete                      ;Salobre                                                                                             ;554
2071;Castilla - La Mancha          ;Albacete                      ;San Pedro                                                                                           ;1316
2072;Castilla - La Mancha          ;Albacete                      ;Socovos                                                                                             ;1832
2073;Castilla - La Mancha          ;Albacete                      ;Tarazona de la Mancha                                                                               ;6543
2074;Castilla - La Mancha          ;Albacete                      ;Tobarra                                                                                             ;7973
2075;Castilla - La Mancha          ;Albacete                      ;Valdeganga                                                                                          ;1991
2076;Castilla - La Mancha          ;Albacete                      ;Vianos                                                                                              ;376
2077;Castilla - La Mancha          ;Albacete                      ;Villa de Ves                                                                                        ;59
2078;Castilla - La Mancha          ;Albacete                      ;Villalgordo del Júcar                                                                               ;1147
2079;Castilla - La Mancha          ;Albacete                      ;Villamalea                                                                                          ;4106
2080;Castilla - La Mancha          ;Albacete                      ;Villapalacios                                                                                       ;628
2081;Castilla - La Mancha          ;Albacete                      ;Villarrobledo                                                                                       ;25989
2082;Castilla - La Mancha          ;Albacete                      ;Villatoya                                                                                           ;115
2083;Castilla - La Mancha          ;Albacete                      ;Villavaliente                                                                                       ;238
2084;Castilla - La Mancha          ;Albacete                      ;Villaverde de Guadalimar                                                                            ;373
2085;Castilla - La Mancha          ;Albacete                      ;Viveros                                                                                             ;300
2086;Castilla - La Mancha          ;Albacete                      ;Yeste                                                                                               ;2869
2901;Castilla - La Mancha          ;Albacete                      ;Pozo Cañada                                                                                         ;2811
13001;Castilla - La Mancha          ;Ciudad Real                   ;Abenójar                                                                                            ;1471
13002;Castilla - La Mancha          ;Ciudad Real                   ;Agudo                                                                                               ;1750
13003;Castilla - La Mancha          ;Ciudad Real                   ;Alamillo                                                                                            ;531
13004;Castilla - La Mancha          ;Ciudad Real                   ;Albaladejo                                                                                          ;1323
13005;Castilla - La Mancha          ;Ciudad Real                   ;Alcázar de San Juan                                                                                 ;31269
13006;Castilla - La Mancha          ;Ciudad Real                   ;Alcoba                                                                                              ;637
13007;Castilla - La Mancha          ;Ciudad Real                   ;Alcolea de Calatrava                                                                                ;1475
13008;Castilla - La Mancha          ;Ciudad Real                   ;Alcubillas                                                                                          ;518
13009;Castilla - La Mancha          ;Ciudad Real                   ;Aldea del Rey                                                                                       ;1823
13010;Castilla - La Mancha          ;Ciudad Real                   ;Alhambra                                                                                            ;1042
13011;Castilla - La Mancha          ;Ciudad Real                   ;Almadén                                                                                             ;5794
13012;Castilla - La Mancha          ;Ciudad Real                   ;Almadenejos                                                                                         ;456
13013;Castilla - La Mancha          ;Ciudad Real                   ;Almagro                                                                                             ;9074
13014;Castilla - La Mancha          ;Ciudad Real                   ;Almedina                                                                                            ;572
13015;Castilla - La Mancha          ;Ciudad Real                   ;Almodóvar del Campo                                                                                 ;6477
13016;Castilla - La Mancha          ;Ciudad Real                   ;Almuradiel                                                                                          ;843
13017;Castilla - La Mancha          ;Ciudad Real                   ;Anchuras                                                                                            ;343
13018;Castilla - La Mancha          ;Ciudad Real                   ;Arenas de San Juan                                                                                  ;1067
13019;Castilla - La Mancha          ;Ciudad Real                   ;Argamasilla de Alba                                                                                 ;7110
13020;Castilla - La Mancha          ;Ciudad Real                   ;Argamasilla de Calatrava                                                                            ;5992
13021;Castilla - La Mancha          ;Ciudad Real                   ;Arroba de los Montes                                                                                ;471
13022;Castilla - La Mancha          ;Ciudad Real                   ;Ballesteros de Calatrava                                                                            ;416
13023;Castilla - La Mancha          ;Ciudad Real                   ;Bolaños de Calatrava                                                                                ;12001
13024;Castilla - La Mancha          ;Ciudad Real                   ;Brazatortas                                                                                         ;1038
13025;Castilla - La Mancha          ;Ciudad Real                   ;Cabezarados                                                                                         ;328
13026;Castilla - La Mancha          ;Ciudad Real                   ;Cabezarrubias del Puerto                                                                            ;521
13027;Castilla - La Mancha          ;Ciudad Real                   ;Calzada de Calatrava                                                                                ;4122
13028;Castilla - La Mancha          ;Ciudad Real                   ;Campo de Criptana                                                                                   ;14126
13029;Castilla - La Mancha          ;Ciudad Real                   ;Cañada de Calatrava                                                                                 ;106
13030;Castilla - La Mancha          ;Ciudad Real                   ;Caracuel de Calatrava                                                                               ;165
13031;Castilla - La Mancha          ;Ciudad Real                   ;Carrión de Calatrava                                                                                ;3090
13032;Castilla - La Mancha          ;Ciudad Real                   ;Carrizosa                                                                                           ;1331
13033;Castilla - La Mancha          ;Ciudad Real                   ;Castellar de Santiago                                                                               ;2055
13034;Castilla - La Mancha          ;Ciudad Real                   ;Ciudad Real                                                                                         ;74427
13035;Castilla - La Mancha          ;Ciudad Real                   ;Corral de Calatrava                                                                                 ;1135
13036;Castilla - La Mancha          ;Ciudad Real                   ;Los Cortijos                                                                                        ;961
13037;Castilla - La Mancha          ;Ciudad Real                   ;Cózar                                                                                               ;1092
13038;Castilla - La Mancha          ;Ciudad Real                   ;Chillón                                                                                             ;1937
13039;Castilla - La Mancha          ;Ciudad Real                   ;Daimiel                                                                                             ;18577
13040;Castilla - La Mancha          ;Ciudad Real                   ;Fernán Caballero                                                                                    ;1069
13041;Castilla - La Mancha          ;Ciudad Real                   ;Fontanarejo                                                                                         ;281
13042;Castilla - La Mancha          ;Ciudad Real                   ;Fuencaliente                                                                                        ;1082
13043;Castilla - La Mancha          ;Ciudad Real                   ;Fuenllana                                                                                           ;261
13044;Castilla - La Mancha          ;Ciudad Real                   ;Fuente el Fresno                                                                                    ;3365
13045;Castilla - La Mancha          ;Ciudad Real                   ;Granátula de Calatrava                                                                              ;819
13046;Castilla - La Mancha          ;Ciudad Real                   ;Guadalmez                                                                                           ;813
13047;Castilla - La Mancha          ;Ciudad Real                   ;Herencia                                                                                            ;8758
13048;Castilla - La Mancha          ;Ciudad Real                   ;Hinojosas de Calatrava                                                                              ;499
13049;Castilla - La Mancha          ;Ciudad Real                   ;Horcajo de los Montes                                                                               ;959
13050;Castilla - La Mancha          ;Ciudad Real                   ;Las Labores                                                                                         ;617
13051;Castilla - La Mancha          ;Ciudad Real                   ;Luciana                                                                                             ;398
13052;Castilla - La Mancha          ;Ciudad Real                   ;Malagón                                                                                             ;8280
13053;Castilla - La Mancha          ;Ciudad Real                   ;Manzanares                                                                                          ;18642
13054;Castilla - La Mancha          ;Ciudad Real                   ;Membrilla                                                                                           ;6168
13055;Castilla - La Mancha          ;Ciudad Real                   ;Mestanza                                                                                            ;724
13056;Castilla - La Mancha          ;Ciudad Real                   ;Miguelturra                                                                                         ;15032
13057;Castilla - La Mancha          ;Ciudad Real                   ;Montiel                                                                                             ;1450
13058;Castilla - La Mancha          ;Ciudad Real                   ;Moral de Calatrava                                                                                  ;5429
13059;Castilla - La Mancha          ;Ciudad Real                   ;Navalpino                                                                                           ;235
13060;Castilla - La Mancha          ;Ciudad Real                   ;Navas de Estena                                                                                     ;265
13061;Castilla - La Mancha          ;Ciudad Real                   ;Pedro Muñoz                                                                                         ;7714
13062;Castilla - La Mancha          ;Ciudad Real                   ;Picón                                                                                               ;698
13063;Castilla - La Mancha          ;Ciudad Real                   ;Piedrabuena                                                                                         ;4624
13064;Castilla - La Mancha          ;Ciudad Real                   ;Poblete                                                                                             ;2334
13065;Castilla - La Mancha          ;Ciudad Real                   ;Porzuna                                                                                             ;3742
13066;Castilla - La Mancha          ;Ciudad Real                   ;Pozuelo de Calatrava                                                                                ;3371
13067;Castilla - La Mancha          ;Ciudad Real                   ;Los Pozuelos de Calatrava                                                                           ;430
13068;Castilla - La Mancha          ;Ciudad Real                   ;Puebla de Don Rodrigo                                                                               ;1220
13069;Castilla - La Mancha          ;Ciudad Real                   ;Puebla del Príncipe                                                                                 ;756
13070;Castilla - La Mancha          ;Ciudad Real                   ;Puerto Lápice                                                                                       ;955
13071;Castilla - La Mancha          ;Ciudad Real                   ;Puertollano                                                                                         ;50035
13072;Castilla - La Mancha          ;Ciudad Real                   ;Retuerta del Bullaque                                                                               ;1019
13073;Castilla - La Mancha          ;Ciudad Real                   ;Saceruela                                                                                           ;617
13074;Castilla - La Mancha          ;Ciudad Real                   ;San Carlos del Valle                                                                                ;1184
13075;Castilla - La Mancha          ;Ciudad Real                   ;San Lorenzo de Calatrava                                                                            ;231
13076;Castilla - La Mancha          ;Ciudad Real                   ;Santa Cruz de los Cáñamos                                                                           ;546
13077;Castilla - La Mancha          ;Ciudad Real                   ;Santa Cruz de Mudela                                                                                ;4330
13078;Castilla - La Mancha          ;Ciudad Real                   ;Socuéllamos                                                                                         ;12721
13079;Castilla - La Mancha          ;Ciudad Real                   ;La Solana                                                                                           ;15979
13080;Castilla - La Mancha          ;Ciudad Real                   ;Solana del Pino                                                                                     ;353
13081;Castilla - La Mancha          ;Ciudad Real                   ;Terrinches                                                                                          ;782
13082;Castilla - La Mancha          ;Ciudad Real                   ;Tomelloso                                                                                           ;37645
13083;Castilla - La Mancha          ;Ciudad Real                   ;Torralba de Calatrava                                                                               ;3107
13084;Castilla - La Mancha          ;Ciudad Real                   ;Torre de Juan Abad                                                                                  ;1108
13085;Castilla - La Mancha          ;Ciudad Real                   ;Torrenueva                                                                                          ;2911
13086;Castilla - La Mancha          ;Ciudad Real                   ;Valdemanco del Esteras                                                                              ;210
13087;Castilla - La Mancha          ;Ciudad Real                   ;Valdepeñas                                                                                          ;30514
13088;Castilla - La Mancha          ;Ciudad Real                   ;Valenzuela de Calatrava                                                                             ;706
13089;Castilla - La Mancha          ;Ciudad Real                   ;Villahermosa                                                                                        ;2014
13090;Castilla - La Mancha          ;Ciudad Real                   ;Villamanrique                                                                                       ;1286
13091;Castilla - La Mancha          ;Ciudad Real                   ;Villamayor de Calatrava                                                                             ;673
13092;Castilla - La Mancha          ;Ciudad Real                   ;Villanueva de la Fuente                                                                             ;2288
13093;Castilla - La Mancha          ;Ciudad Real                   ;Villanueva de los Infantes                                                                          ;5373
13094;Castilla - La Mancha          ;Ciudad Real                   ;Villanueva de San Carlos                                                                            ;308
13095;Castilla - La Mancha          ;Ciudad Real                   ;Villar del Pozo                                                                                     ;99
13096;Castilla - La Mancha          ;Ciudad Real                   ;Villarrubia de los Ojos                                                                             ;10494
13097;Castilla - La Mancha          ;Ciudad Real                   ;Villarta de San Juan                                                                                ;2953
13098;Castilla - La Mancha          ;Ciudad Real                   ;Viso del Marqués                                                                                    ;2524
13901;Castilla - La Mancha          ;Ciudad Real                   ;El Robledo                                                                                          ;1228
13902;Castilla - La Mancha          ;Ciudad Real                   ;Ruidera                                                                                             ;608
13903;Castilla - La Mancha          ;Ciudad Real                   ;Arenales de San Gregorio                                                                            ;672
13904;Castilla - La Mancha          ;Ciudad Real                   ;Llanos del Caudillo                                                                                 ;739
16001;Castilla - La Mancha          ;Cuenca                        ;Abia de la Obispalía                                                                                ;77
16002;Castilla - La Mancha          ;Cuenca                        ;El Acebrón                                                                                          ;241
16003;Castilla - La Mancha          ;Cuenca                        ;Alarcón                                                                                             ;148
16004;Castilla - La Mancha          ;Cuenca                        ;Albaladejo del Cuende                                                                               ;292
16005;Castilla - La Mancha          ;Cuenca                        ;Albalate de las Nogueras                                                                            ;272
16006;Castilla - La Mancha          ;Cuenca                        ;Albendea                                                                                            ;134
16007;Castilla - La Mancha          ;Cuenca                        ;La Alberca de Záncara                                                                               ;1723
16008;Castilla - La Mancha          ;Cuenca                        ;Alcalá de la Vega                                                                                   ;105
16009;Castilla - La Mancha          ;Cuenca                        ;Alcantud                                                                                            ;72
16010;Castilla - La Mancha          ;Cuenca                        ;Alcázar del Rey                                                                                     ;172
16011;Castilla - La Mancha          ;Cuenca                        ;Alcohujate                                                                                          ;32
16012;Castilla - La Mancha          ;Cuenca                        ;Alconchel de la Estrella                                                                            ;111
16013;Castilla - La Mancha          ;Cuenca                        ;Algarra                                                                                             ;32
16014;Castilla - La Mancha          ;Cuenca                        ;Aliaguilla                                                                                          ;698
16015;Castilla - La Mancha          ;Cuenca                        ;La Almarcha                                                                                         ;415
16016;Castilla - La Mancha          ;Cuenca                        ;Almendros                                                                                           ;272
16017;Castilla - La Mancha          ;Cuenca                        ;Almodóvar del Pinar                                                                                 ;447
16018;Castilla - La Mancha          ;Cuenca                        ;Almonacid del Marquesado                                                                            ;458
16019;Castilla - La Mancha          ;Cuenca                        ;Altarejos                                                                                           ;229
16020;Castilla - La Mancha          ;Cuenca                        ;Arandilla del Arroyo                                                                                ;16
16022;Castilla - La Mancha          ;Cuenca                        ;Arcos de la Sierra                                                                                  ;88
